timeStamp,UIWaveMakerMode,UIWaveMakerPos,UIWaveMakerHeight,UIWaveMakerFrequency,UIWaveMakerSigH,UIWaveMakerPeakF,UIWaveMakergamma,UIWecMode,UIWecTorque,UIWeckP,UIWeckD,UIWecHeight,UIWecFrequency,UIWecSigH,UIWecPeakF,UIWecgamma,probe1,probe2,waveMakerPos,waveMakerDebugData,wecPos,wecTau,wecPower,wecVel
19787.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107145E-4,0.16445895,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
19819.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107145E-4,0.16460358,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
19851.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16465178,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
19882.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.3750004E-4,0.16460358,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
19915.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16455537,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
19947.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16450717,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
19979.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.821428E-5,0.16455539,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20009.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.1647,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20041.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16484465,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20074.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16484465,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20106.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16474822,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20136.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16465181,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20169.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16455539,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20199.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-9.642857E-5,0.16445895,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20232.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16450715,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20263.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16460358,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20294.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.1647,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20326.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16465178,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20358.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16460358,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20391.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16455537,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
20423.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.375E-4,0.16450717,-0.0,0.0,-3.0273438E-4,0.0,-0.0,0.0
